shelter_name,shelter_address,date,total_attendance,capacity,program_type
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-14,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-15,68,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-16,105,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-17,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-18,73,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-19,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-20,63,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-21,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-22,70,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-23,102,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-24,82,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-25,75,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-26,95,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-27,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-28,65,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-29,105,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-06-30,65,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-01,85,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-02,79,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-03,88,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-04,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-05,62,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-06,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-07,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-08,63,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-09,66,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-10,77,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-11,89,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-12,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-13,80,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-14,81,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-15,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-16,89,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-17,75,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-18,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-19,73,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-20,88,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-21,89,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-22,66,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-23,89,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-24,86,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-25,79,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-26,70,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-27,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-28,57,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-29,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-30,98,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-07-31,108,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-01,65,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-02,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-03,104,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-04,68,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-05,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-06,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-07,98,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-08,83,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-09,59,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-10,60,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-11,77,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-12,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-13,68,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-14,82,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-15,59,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-16,101,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-17,96,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-18,59,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-19,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-20,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-21,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-22,71,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-23,98,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-24,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-25,68,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-26,100,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-27,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-28,83,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-29,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-30,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-08-31,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-01,104,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-02,96,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-03,63,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-04,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-05,58,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-06,73,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-07,95,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-08,73,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-09,70,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-10,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-11,100,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-12,57,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-13,89,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-14,100,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-15,89,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-16,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-17,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-18,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-19,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-20,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-21,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-22,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-23,82,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-24,63,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-25,85,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-26,73,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-27,77,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-28,66,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-29,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-09-30,64,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-01,98,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-02,57,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-03,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-04,58,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-05,107,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-06,78,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-07,80,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-08,67,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-09,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-10,68,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-11,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-12,88,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-13,86,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-14,82,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-15,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-16,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-17,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-18,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-19,62,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-20,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-21,111,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-22,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-23,85,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-24,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-25,57,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-26,63,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-27,111,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-28,78,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-29,68,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-30,59,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-10-31,109,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-01,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-02,78,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-03,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-04,102,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-05,81,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-06,97,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-07,64,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-08,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-09,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-10,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-11,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-12,93,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-13,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-14,71,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-15,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-16,103,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-17,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-18,67,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-19,111,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-20,86,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-21,77,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-22,60,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-23,59,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-24,105,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-25,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-26,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-27,80,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-28,67,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-29,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-11-30,104,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-01,63,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-02,100,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-03,105,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-04,107,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-05,62,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-06,111,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-07,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-08,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-09,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-10,106,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-11,58,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-12,59,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-13,80,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-14,81,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-15,95,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-16,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-17,75,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-18,82,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-19,101,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-20,80,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-21,108,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-22,67,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-23,97,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-24,96,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-25,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-26,71,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-27,80,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-28,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-29,70,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-30,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2022-12-31,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-01,90,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-02,93,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-03,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-04,96,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-05,82,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-06,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-07,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-08,90,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-09,56,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-10,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-11,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-12,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-13,103,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-14,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-15,75,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-16,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-17,62,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-18,86,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-19,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-20,105,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-21,101,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-22,67,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-23,56,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-24,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-25,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-26,93,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-27,60,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-28,81,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-29,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-30,65,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-01-31,98,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-01,89,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-02,90,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-03,103,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-04,104,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-05,107,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-06,107,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-07,102,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-08,62,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-09,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-10,86,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-11,85,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-12,56,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-13,109,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-14,56,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-15,75,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-16,93,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-17,104,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-18,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-19,102,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-20,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-21,66,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-22,101,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-23,85,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-24,71,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-25,99,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-26,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-27,67,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-02-28,80,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-01,100,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-02,111,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-03,102,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-04,106,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-05,97,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-06,77,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-07,77,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-08,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-09,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-10,77,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-11,62,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-12,64,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-13,100,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-14,73,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-15,63,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-16,76,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-17,95,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-18,106,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-19,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-20,77,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-21,104,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-22,57,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-23,106,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-24,83,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-25,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-26,67,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-27,101,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-28,81,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-29,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-30,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-03-31,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-01,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-02,112,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-03,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-04,79,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-05,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-06,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-07,83,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-08,91,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-09,89,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-10,78,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-11,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-12,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-13,58,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-14,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-15,85,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-16,87,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-17,90,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-18,63,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-19,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-20,101,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-21,83,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-22,66,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-23,70,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-24,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-25,100,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-26,93,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-27,94,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-28,73,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-29,109,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-04-30,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-01,97,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-02,75,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-03,107,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-04,64,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-05,99,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-06,90,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-07,102,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-08,96,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-09,81,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-10,74,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-11,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-12,62,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-13,72,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-14,79,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-15,78,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-16,66,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-17,84,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-18,111,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-19,61,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-20,60,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-21,101,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-22,73,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-23,95,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-24,69,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-25,92,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-26,110,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-27,67,112,Youth
Eva's Place,"360 Lesmill Rd, North York, ON",2023-05-28,100,112,Youth
